id,name,distance_ly,constellation,ra_deg,dec_deg,spectral_class,mass_msun,app_mag,abs_mag,parallax_mas,iau_name
ucac4-398-010797,UCAC4 398-010797,49.9,,88.67906250000001,-10.589940555555556,DZ,,15,14,65.41,
2mass-j0045-1634,2MASS J0045+1634,49.9,,11.340908333333333,16.578880277777778,L2beta,,,,65.406,
2massi-j0859-1949,2MASSI J0859-1949,49.9,,134.856175,-19.824135,L8,,,,65.4,
lp-719-10,LP 719-10,49.9,,90.72654166666666,-9.253679444444444,M5.5Ve,,,,65.359,
upm-j1635-5202,UPM J1635-5202,49.9,,248.9036375,-52.033165,,,,,65.335,
lp-892-51,LP 892-51,49.9,,82.769825,-30.19782916666667,M3.5,,13.1,12.2,65.33,
gaia-edr3-2926756741750933120,Gaia EDR3 2926756741750933120,49.9,,99.90512083333333,-21.025532777777777,,,,,65.308,
l-456-27,L 456-27,50,,113.03124166666666,-36.12487472222222,M3,,13.9,13,65.267,
lp-905-56,LP 905-56,50,,161.3194,-30.808522777777778,M1.5V,,11.2,10.3,65.266,
hd-21197,HD 21197,50,,51.2478875,-5.367170555555555,K4V,,7.8,6.9,65.261,
lp-845-23,LP 845-23,50,,136.76000000000002,-22.14905222222222,M4.5,,14.2,13.3,65.218,
bd-52-911-a,BD+52 911 A,45.191,,75.85925416666666,53.12163416666667,M0.5Ve,0.6,10.1,9.3,72.173,
bd-52-911-b,BD+52 911 B,45.191,,75.85925416666666,53.12163416666667,,,,,72.173,
gliese-2130-a,Gliese 2130 A,46.146,,266.5527333333333,-32.103748333333336,M1.5 D,0.3,10.5,9.7,70.679,
gliese-2130-b,Gliese 2130 B,46.146,,266.5527333333333,-32.103748333333336,M2.5 D,0.19,11.4,10.7,70.679,
ross-513-a,Ross 513 A,48.769,,233.82986666666667,17.71229222222222,M2.5V,0.4,,,66.878,
ross-513-b,Ross 513 B,48.769,,233.82986666666667,17.71229222222222,M4.5V,0.2,,,66.878,
ft-piscium-a,FT Piscium A,48.88,,12.6395625,24.816575,M3Vkee,0.4,,,66.726,
ft-piscium-b,FT Piscium B,48.88,,12.6395625,24.816575,,,,,66.726,
wd-2226-754-a,WD 2226-754 A,49.068,,337.67378333333335,-75.24012444444445,DC9,0.6,,,66.471,
wd-2226-754-b,WD 2226-754 B,49.068,,337.67378333333335,-75.24012444444445,DC12,,,,66.471,
wolf-1225-a,Wolf 1225 A,49.885,,335.872275,32.4582075,M3.4,0.4,11.4,10.5,65.381,
wolf-1225-b,Wolf 1225 B,49.885,,335.872275,32.4582075,M3.4,0.3,11.8,10.9,65.381,
bd-39-2376,BD+39 2376 A,45.224,,161.339325,38.5124375,K7/M0V,0.7,,,72.12,
bd-39-2376-b,BD+39 2376 B,45.224,,161.339325,38.5124375,,,,,72.12,
hd-331161,HD 331161 A,45.479,,296.60215,32.015321388888886,M0.5V,0.6,10.2,9.5,71.715,
hd-331161-b,HD 331161 B,45.479,,296.60215,32.015321388888886,M2.5V,0.4,11,10.3,71.715,
alpha-fornacis,Alpha Fornacis A,45.659,,48.02070416666667,-28.98487,F6V,1.33,4,3.2,71.434,
alpha-fornacis-b,Alpha Fornacis B,45.659,,48.02070416666667,-28.98487,G7V,1,7.2,6.4,71.434,
hd-211415,HD 211415 A,45.877,,334.568375,-53.62987305555556,G0V,0.941,5.4,4.6,71.094,
hd-211415-b,HD 211415 B,45.877,,334.568375,-53.62987305555556,MV,0.59,,,71.094,
hd-61606,HD 61606 A,45.917,,114.99755416666667,-3.5987436111111113,K3V,0.8,7.2,6.4,71.032,
hd-61606-b,HD 61606 B,45.917,,114.99755416666667,-3.5987436111111113,K7V,0.7,8.9,8.2,71.032,
hd-61606-ca,HD 61606 Ca,45.917,,114.99755416666667,-3.5987436111111113,M1.0V,0.5,9.9,9.1,71.032,
hd-61606-cb,HD 61606 Cb,45.917,,114.99755416666667,-3.5987436111111113,,0.19,,,71.032,
hd-110315,HD 110315 A,46.016,,190.27752083333334,15.375020277777779,K4.5V,0.73,7.9,7.2,70.879,
hd-110315-b,HD 110315 B,46.016,,190.27752083333334,15.375020277777779,,0.2,,,70.879,
hd-188088,HD 188088 A,46.132,,298.57334583333335,-23.94289722222222,K3VaCN1,0.8,6.2,5.5,70.701,
hd-188088-b,HD 188088 B,46.132,,298.57334583333335,-23.94289722222222,,0.2,,,70.701,
2massi-j0423-0414,2MASSI J0423-0414 A,46.494,,65.95091666666667,-4.233918055555556,L6.5,0.013,,,70.15,
2massi-j0423-0414-b,2MASSI J0423-0414 B,46.494,,65.95091666666667,-4.233918055555556,T2,0.02,,,70.15,
tau1-eridani,Tau1 Eridani A,46.563,,41.277325000000005,-18.57240861111111,F7V,1.15,4.5,3.7,70.046,
tau1-eridani-b,Tau1 Eridani B,46.563,,41.277325000000005,-18.57240861111111,,,,,70.046,
gliese-611,Gliese 611 A,46.834,,241.23340416666665,39.15674361111111,G8V,0.9,6.7,5.9,69.641,
gliese-611-b,Gliese 611 B,46.834,,241.23340416666665,39.15674361111111,M4.0V,0.3,,,69.641,
cwisep-j1935-1546,CWISEP J1935-1546 A,47.064,,293.82769583333334,-15.772363055555557,Y1,0.02,,,69.3,
cwisep-j1935-1546-b,CWISEP J1935-1546 B,47.064,,293.82769583333334,-15.772363055555557,,0.01,,,69.3,
26-draconis,26 Draconis A,47.076,,263.7506625,61.87244,F9V+K3V,1.3,10,9.2,69.283,
26-draconis-b,26 Draconis B,47.076,,263.7506625,61.87244,K3V,0.83,,,69.283,
26-draconis-c,Gliese 685,47.076,,263.7506625,61.87244,M0.5V C,0.55,10,9.2,69.283,
hd-97584,HD 97584 A,47.176,,168.79330000000002,73.47570472222222,K4V C,0.7,7.7,6.8,69.136,
hd-97584-b,HD 97584 B,47.176,,168.79330000000002,73.47570472222222,M2.5V,0.4,11.3,10.5,69.136,
lp-869-26,LP 869-26 A,47.207,,296.22424166666667,-23.6333825,M4.5,0.2,14.1,13.3,69.09,
lp-869-26-b,LP 869-26 B,47.207,,296.22424166666667,-23.6333825,,0.2,,,69.09,
theta-bootis,Theta Boötis A,47.222,,216.2974625,51.84896722222222,F7V,1.24,4.1,3.2,69.069,
theta-bootis-b,Theta Boötis B,47.222,,216.2974625,51.84896722222222,M2.5V,0.21,11.5,10.6,69.069,
bd-08-2582,BD-08 2582 A,47.285,,136.68761666666666,-8.80590638888889,K7V,0.7,9.5,8.7,68.976,
bd-08-2582-b,BD-08 2582 B,47.285,,136.68761666666666,-8.80590638888889,,0.1,,,68.976,
pm-j02024-1034,PM J02024+1034A,47.413,,30.617875,10.581565555555555,,0.3,,,68.79,
pm-j02024-1034-b,PM J02024+1034B,47.413,,30.617875,10.581565555555555,,0.3,,,68.79,
gliese-898,Gliese 898 A,47.451,,353.2074416666667,-16.84661861111111,K6V,0.7,8.6,7.8,68.736,
gliese-898-b,Gliese 898 B,47.451,,353.2074416666667,-16.84661861111111,M3Ve,0.4,,,68.736,
hd-120036,HD 120036 A,47.541,,206.92617083333332,-32.43015361111111,K6V,0.7,8.8,8,68.605,
hd-120036-b,HD 120036 B,47.541,,206.92617083333332,-32.43015361111111,K7V,0.7,9.2,8.4,68.605,
111-tauri,111 Tauri A,47.551,,81.10727916666667,17.383503333333334,F8V,1.08,5.1,4.3,68.591,
111-tauri-b,111 Tauri B,47.551,,81.10727916666667,17.383503333333334,K4V,0.7,7.9,7.1,68.591,
gliese-269,Gliese 269 A,47.6,,109.37319583333333,-46.97924305555556,K1 V,0.83,6.7,5.8,68.52,
gliese-269-b,Gliese 269 B,47.6,,109.37319583333333,-46.97924305555556,K3V,0.69,,,68.52,
ou-geminorum,OU Geminorum Aa,47.674,,96.54211666666667,18.75620888888889,K2Ve,0.85,,,68.414,
ou-geminorum-ab,OU Geminorum Ab,47.674,,96.54211666666667,18.75620888888889,,0.71,,,68.414,
l-565-62,L 565-62,47.904,,301.95175416666666,-31.761411944444443,M2V(e),0.5,12.3,11.4,68.085,
l-565-62-b,CD-32 15723,47.904,,301.95175416666666,-31.761411944444443,M4Ve,0.3,12.5,11.7,68.085,
hd-10307,HD 10307 A,47.947,,25.451375,42.612699722222224,G1V,1.02,5,4.1,68.024,
hd-10307-b,HD 10307 B,47.947,,25.451375,42.612699722222224,,0.38,,,68.024,
iota-ursae-majoris,Iota Ursae Majoris A,47.963,,134.79897083333333,48.04087138888889,F0IV-V,1.7,3.1,2.3,68.001,
iota-ursae-majoris-b,Iota Ursae Majoris B,47.963,,134.79897083333333,48.04087138888889,M3V,0.35,,,68.001,
iota-ursae-majoris-c,Iota Ursae Majoris C,47.963,,134.79897083333333,48.04087138888889,M4V,0.3,,,68.001,
psi-serpentis,Psi Serpentis A,48.247,,236.00739166666665,2.514558611111111,G2.5V,0.993,,,67.601,
psi-serpentis-ba,Psi Serpentis Ba,48.247,,236.00739166666665,2.514558611111111,M3,0.26,,,67.601,
psi-serpentis-bb,Psi Serpentis Bb,48.247,,236.00739166666665,2.514558611111111,M3,0.24,,,67.601,
ross-708,Ross 708 A,48.286,,275.86769166666664,28.16694388888889,M3.5Ve,0.3,,,67.546,
ross-708-b,Ross 708 B,48.286,,275.86769166666664,28.16694388888889,,0.2,,,67.546,
ab-doradus,AB Doradus A,48.439,,82.18739583333334,-65.44796166666667,K0V,0.86,7,6.1,67.333,
ab-doradus-ba,AB Doradus Ba,48.439,,82.18739583333334,-65.44796166666667,M5V,0.28,13,12.1,67.333,
ab-doradus-bb,AB Doradus Bb,48.439,,82.18739583333334,-65.44796166666667,M5.5V,0.25,,,67.333,
ab-doradus-c,AB Doradus Bb,48.439,,82.18739583333334,-65.44796166666667,M5.5V,0.09,,,67.333,
cm-draconis,CM Draconis A,48.472,,248.5755916666667,57.16757388888889,M4.5V,0.225,12.9,12,67.288,
cm-draconis-b,CM Draconis B,48.472,,248.5755916666667,57.16757388888889,,0.21,,-0.9,67.288,
cm-draconis-c,EGGR 258,48.472,,248.5755916666667,57.16757388888889,DQ8,,,,67.288,
gliese-841,Gliese 841 A,48.482,,329.4214583333333,-51.007865555555554,M2Ve,0.5,10.5,9.6,67.274,
gliese-841-b,Gliese 841 B,48.482,,329.4214583333333,-51.007865555555554,DQ7,,14.7,13.9,67.274,
hd-176051a,HD 176051 A,48.578,,284.2576875,32.90072055555555,F9V,1.07,5.3,4.4,67.141,
hd-176051a-b,HD 176051 B,48.578,,284.2576875,32.90072055555555,K1V,0.71,7.8,7,67.141,
alpha-ophiuchi,Alpha Ophiuchi A,48.586,,263.7336583333333,12.5600375,A5IVnn,2.4,2.1,1.2,67.13,
alpha-ophiuchi-b,Alpha Ophiuchi B,48.586,,263.7336583333333,12.5600375,K5-7V,0.85,,,67.13,
20-leonis-minoris,20 Leonis Minoris A,48.683,,150.25000833333334,31.921761944444444,G3VaHdel1,0.967,5.4,4.5,66.996,
20-leonis-minoris-b,20 Leonis Minoris B,48.683,,150.25000833333334,31.921761944444444,M7V,0.11,,-0.9,66.996,
g-190-28,G 190-28,48.743,,352.3502583333334,41.46834555555556,M2.9V,0.4,,,66.914,
g-190-28-b,G 190-27,48.743,,352.3502583333334,41.46834555555556,M4.2V,0.3,,,66.914,
alpha-corvi,Alpha Corvi A,48.848,,182.10389583333333,-24.72905361111111,F1V,1.39,4,3.1,66.77,
alpha-corvi-b,Alpha Corvi B,48.848,,182.10389583333333,-24.72905361111111,M4V,0.3,,,66.77,
bd-40-883,BD+40 883 A,49.007,,315.02594999999997,40.0690675,M2.0V,0.5,10,9.1,66.554,
bd-40-883-b,BD+40 883 B,49.007,,315.02594999999997,40.0690675,,,,,66.554,
cd-49-2340,CD-49 2340 A,49.05,,99.297875,-50.03823361111111,K8Vk:,0.8,9.9,9,66.494,
cd-49-2340-b,CD-49 2340 B,49.05,,99.297875,-50.03823361111111,,0.4,,,66.494,
hd-4391,HD 4391 A,49.082,,11.441208333333334,-47.551632777777776,G3V,1.22,5.8,4.9,66.451,
hd-4391-b,HD 4391 B,49.082,,11.441208333333334,-47.551632777777776,M4V,0.3,,,66.451,
hd-4391-c,HD 4391 C,49.082,,11.441208333333334,-47.551632777777776,M5V,0.2,,,66.451,
2mass-j1633-6808,2MASS J1633-6808 A,49.288,,248.45187916666669,-68.14812555555557,,0.1,,,66.174,
2mass-j1633-6808-b,2MASS J1633-6808 B,49.288,,248.45187916666669,-68.14812555555557,,0.09,,,66.174,
cd-33-10873,CD-33 10873,49.354,,240.4835125,-33.953435000000006,M3.5,0.3,11.8,10.9,66.086,
cd-33-10873-b,Gaia EDR3 6035956925371144832,49.354,,240.4835125,-33.953435000000006,,0.3,,,66.086,
l-820-19,L 820-19 A,49.67,,133.52345416666668,-13.127733888888889,M3.5V,0.3,11.9,11,65.665,
l-820-19-b,L 820-19 B,49.67,,133.52345416666668,-13.127733888888889,,0.4,12.8,11.9,65.665,
hd-140901,HD 140901 A,49.727,,236.86893333333333,-37.91726305555555,G7IV,0.985,6,5.1,65.589,
hd-140901-b,HD 140901 B,49.727,,236.86893333333333,-37.91726305555555,DA4.8,0.7,12.8,11.9,65.589,
g-70-55,G 70-55 A,49.782,,20.686583333333335,0.5321286111111112,M5V,0.2,,,65.516,
g-70-55-b,G 70-55 B,49.782,,20.686583333333335,0.5321286111111112,M5V,0.2,,,65.516,
171-g-puppis,171 G. Puppis A,49.83,,116.39433333333334,-34.16496194444444,F9V,0.81,5.4,4.4,65.454,
171-g-puppis-b,171 G. Puppis B,49.83,,116.39433333333334,-34.16496194444444,,,,,65.454,
171-g-puppis-c,171 G. Puppis C,49.83,,116.39433333333334,-34.16496194444444,DC11.0,,16.7,15.8,65.454,
hd-24916,HD 24916 A,49.851,,59.368770833333336,-1.1600991666666667,K4V,0.7,8,7.1,65.426,
hd-24916-b,HD 24916 B,49.851,,59.368770833333336,-1.1600991666666667,M2.5V,0.4,11.5,10.6,65.426,
cd-42-15640,CD-42 15640 A,49.872,,327.29879166666666,-41.558992499999995,M0,0.6,,,65.399,
cd-42-15640-b,CD-42 15640 B,49.872,,327.29879166666666,-41.558992499999995,M0,0.6,,,65.399,
19-draconis,19 Draconis A,49.955,,254.00955416666667,65.13502277777778,F8V,1.04,,,65.29,
19-draconis-b,19 Draconis B,49.955,,254.00955416666667,65.13502277777778,,0.37,,,65.29,
