id,name,distance_ly,constellation,ra_deg,dec_deg,spectral_class,mass_msun,app_mag,abs_mag,parallax_mas
iota-pegasi-b,Iota Pegasi B,38.826,,331.754225,25.345220833333332,G8V,0.82,,,84.005
ucac4-203-192840,UCAC4 203-192840,38.894,,340.081075,-49.51714694444444,M5.5,0.1,14.4,14,83.858
ucac4-203-192840-b,UCAC4 203-192841,38.894,,340.081075,-49.51714694444444,,0.1,,,83.858
eggr-52,EGGR 52 A,39.07,,112.69715416666668,48.17405888888889,DA+DA,0.6,,,83.48
eggr-52-b,EGGR 52 B,39.07,,112.69715416666668,48.17405888888889,DA,0.6,,,83.48
g-148-47,G 148-47,39.078,,185.36039166666666,30.642659444444444,M4.5e,0.2,,,83.463
g-148-47-b,G 148-48,39.078,,185.36039166666666,30.642659444444444,M5,0.2,,,83.463
vv-lyncis,VV Lyncis A,39.117,,112.98912916666666,36.218376944444444,M2.5V C,0.4,11.7,11.3,83.379
vv-lyncis-b,VV Lyncis B,39.117,,112.98912916666666,36.218376944444444,,0.2,,,83.379
vv-lyncis-c,VV Lyncis C,39.117,,112.98912916666666,36.218376944444444,M4.0V,0.3,11.7,11.3,83.379
zeta-reticuli,Zeta Reticuli A,39.285,,49.4552875,-62.572432500000005,G2.5VHdel1,0.958,5.5,5.1,83.024
zeta-reticuli-b,Zeta Reticuli B,39.285,,49.4552875,-62.572432500000005,G1V,0.985,5.2,4.8,83.024
